source,page,content
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,42,"25582015 2559 2016 2560 2017 2561 2018 2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 2567 2024 2558 2015 2559 2016 2560 2017 2561 2018 2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 2567 2024 Yearป 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 71,186 56,444 43,649 61,969 67,571 54,526 71,374 78,667 86,645 81,169 2.20 1.81 1.43 2.11 2.17 1.88 2.03 2.31 2.83 3.02 1/ 3,611 3,437 3,499 3,527 3,586 3,252 3,372 3,434 3,303 3,096 32,358 31,161 30,495 29,368 31,080 28,999 35,094 34,068 30,617 26,877 8,961 9,065 8,714 8,327 8,667 8,918 10,406 9,921 9,268 8,682 9,320 9,315 8,918 8,624 8,823 9,439 10,919 10,862 10,511 9,392 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 ที่มา : สำนักงานเศรษฐกิจการเกษตร หมายเหตุ: 1/ราคา ป 2567 คือ ราคาเฉลี่ยเดือน ม.ค. - ก.พ. Source : Ofﬁce of Agricultural Economics Remark: 1/Price in 2024 is the average price between Jan and Feb ตารางที่ 1.9.6Table 1.9.6 มันสำปะหลังโรงงาน: เนื้อที่ ผลผลิต ผลผลิตตอไร ราคาที่เกษตรกรขายได และมูลคาของผลผลิต ป 2558"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,42,"มันสำปะหลังโรงงาน: เนื้อที่ ผลผลิต ผลผลิตตอไร ราคาที่เกษตรกรขายได และมูลคาของผลผลิต ป 2558 - 2567 Cassava: Area, production, yield, farm gate price and value of production, 2015 - 2024 เนื้อที่เพาะปลูก (1,000 ไร) Planted area (1,000 rais) เนื้อที่เก็บเกี่ยว (1,000 ไร) Harvested area (1,000 rais) ผลผลิต (1,000 ตัน) Production (1,000 tons) ผลผลิตตอไร (กก.ตอไร) Yield (kg per rai) ราคาที่เกษตรกร ขายได (บาท/ตัน) Farm gate price (Baht per ton) มูลคาของผลผลิต (ลานบาท) Value of production (Million baht) 0 2,000 4,000 6,000 8,000 10,000 12,000 3,700 3,600 3,500 3,400 3,300 3,200 3,100 3,000 2,900 2,800 0 5,000 10,000 15,000 20,000 25,000 30,000 35,000 40,000 เนื้อที่เพาะปลูกPlanted area เนื้อที่เก็บเกี่ยว Harvested area ผลผลิต Production มันสำปะหลังโรงงาน: เนื้อที่ ผลผลิต ผลผลิตตอไร และราคาที่เกษตรกรขายได ป 2558 - 2567 Cassava: Area, production, yield and farm gate price, 2015 - 2024 รูปที่ 1.9.6Figure 1.9.6 1,000 ไร (1,000 rais) กก./ไร (kg/rai) 1,000 ตัน (1,000 tons)"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,43,"Ofﬁce of the Cane and Sugar Board Remark: 1/Price in 2024 is the average price between Jan and Feb ตารางที่ 1.9.7Table 1.9.7 ออยโรงงาน: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตตอไร ราคาที่เกษตรกรขายได และมูลคาของผลผลิต ป 2558 - 2567 Sugarcane: Harvested area, production, yield, farm gate price and value of production, 2015 - 2024 เนื้อที่เก็บเกี่ยว (1,000 ไร) Harvested area (1,000 rais) ผลผลิต (1,000 ตัน) Production (1,000 tons) ผลผลิตตอไร (กก.ตอไร) Yield (kg/rai) ราคาที่เกษตรกร ขายได (บาท/ตัน) Farm gate price (Baht/ton) 0 2,000 4,000 6,000 8,000 10,000 12,000 14,000 0 4,000 8,000 12,000 16,000 0 20,000 40,000 60,000 80,000 100,000 120,000 140,000 160,000 เนื้อที่เก็บเกี่ยวHarvested area ผลผลิต Production ออยโรงงาน: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตตอไร และราคาที่เกษตรกรขายได ป 2558 - 2567 Sugarcane: Harvested area, production, yield and farm gate price, 2015 - 2024 รูปที่ 1.9.7Figure 1.9.7 1,000 ไร (1,000 rais) กก./ไร (kg/rai) 1,000 ตัน (1,000 tons) ผลผลิตตอไร (Yield)"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,45,"25572014 2558 2015 2559 2016 2560 2017 2561 2018 2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 Yearป 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 916 630 597 672 678 420 394 391 481 414 15.71 14.87 15.82 15.69 16.48 15.97 17.30 18.40 23.23 20.70 266 260 277 283 274 268 266 264 266 267 58,295 42,395 37,765 42,829 41,165 26,283 22,800 21,234 20,699 20,016 219,174 162,840 136,543 151,133 150,196 98,183 85,605 80,390 77,898 75,064 237,021 166,868 137,254 152,106 151,312 104,193 86,011 81,094 78,330 75,264 ตารางที่ 1.9.9Table 1.9.9 ถั่วเหลือง: เนื้อที่ ผลผลิต ผลผลิตตอไร ราคาที่เกษตรกรขายได และมูลคาของผลผลิต ป 2557 - 2566 Soybean: Area, production, yield, farm gate price and value of production, 2014 - 2023 เนื้อที่เพาะปลูก (ไร) Planted area (rais) เนื้อที่เก็บเกี่ยว (ไร) Harvested area (rais) ผลผลิต (ตัน) Production (ton) ผลผลิตตอไร (กก.ตอไร) Yield (kg per rai) ราคาที่เกษตรกร ขายได (บาท/ตัน) Farm gate price (Baht per ton) มูลคาของผลผลิต (ลานบาท) Value of production"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,45,"ขายได (บาท/ตัน) Farm gate price (Baht per ton) มูลคาของผลผลิต (ลานบาท) Value of production (Million baht) 0 50 100 150 200 250 0 10 20 30 40 50 60 70 ถั่วเหลือง: เนื้อที่ ผลผลิต ผลผลิตตอไร และราคาที่เกษตรกรขายได ป 2557 - 2566 Soybean: Area, production, yield and farm gate price, 2014 - 2023 รูปที่ 1.9.9Figure 1.9.9 1,000 ไร (1,000 rais) กก./ไร (kg/rai) 1,000 ตัน (1,000 tons) ผลผลิตตอไร (Yield) ราคาที่เกษตรกรขายได (Farm gate price) 25 20 15 10 5 0 บาท/กก. (Baht/kg) 0 100 200 300 400 500 25572014 2558 2015 2559 2016 2560 2017 2561 2018 2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 เนื้อที่เพาะปลูกPlanted area เนื้อที่เก็บเกี่ยว Harvested area ผลผลิต Production 25572014 2558 2015 2559 2016 2560 2017 2561 2018 2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 ที่มา : สำนักงานเศรษฐกิจการเกษตร Source : Ofﬁce of Agricultural Economics 39 กระทรวงเกษตรและสหกรณ Ministry of Agriculture and Cooperatives"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,47,"25,685,714 18,130,681 24,807,298 25,077,849 25,280,240 25,546,452 16,848,405 17,124,815 9,770,861 17,947,555 9,036,833 9,102,347 9,158,708 9,208,774 เหนือ ตะวันออกเฉียงเหนือ กลาง ใต Northern Northeastern Central Southern 2019 2020 2021 2022 2019 2020 2021 2022 2019 2020 2021 2022 2019 2020 2021 2022 ตารางที่ 1.9.11Table 1.9.11 การใชที่ดินของประเทศไทย เปนรายภาค ป 2562 - 2565 Land utilization of Thailand by region, 2019 - 2022 ปภาค Region เนื้อที่ 1/ ทั้งหมด (ไร) Total land (rai) เนื้อที่ 2/ ปาไม (ไร) Forest land (rai) เนื้อที่ใชประโยชน ทางการเกษตร (ไร) Agricultural land use (rai) เนื้อที่ใชประโยชน นอกการเกษตร (ไร) Non-agricultural land use (rai) ที่มา : สำนักงานเศรษฐกิจการเกษตร 1/ กรมแผนที่ทหาร 2/ กรมปาไม Source: Ofﬁce of Agricultural Economics 1/ Royal Thai Survey Department 2/ Royal Forest Department 41 กระทรวงเกษตรและสหกรณ Ministry of Agriculture and Cooperatives"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,50,"ความชื้น (%) Humidity (%) ความเร็วลม (กม./ชม) Wind speed (km/h) 85.14 82.17 83.54 80.50 81.96 81.96 84.58 85.17 85.18 83.65 79.98 83.64 79.44 80.47 83.40 83.65 82.95 82.70 84.22 84.22 81.29 1.35 1.30 1.24 1.24 1.18 1.18 1.22 1.40 1.35 1.36 1.20 1.47 1.26 1.53 1.11 1.36 1.30 1.32 1.15 1.15 1.30 2,640.98 1,594.00 1,856.54 1,330.00 1,632.08 1,632.08 1,861.77 2,223.30 2,075.01 1,799.88 1,254.99 2,004.14 1,376.47 1,649.40 2,151.77 1,799.88 1,702.84 1,717.95 1,857.53 1,942.52 1,749.07 24.33 23.52 19.72 21.14 22.63 20.03 23.23 20.49 22.27 23.12 24.39 27.78 27.39 22.31 20.69 20.63 24.65 25.50 22.42 23.36 25.30 22.22 21.20 18.55 20.15 21.25 18.65 22.50 18.26 19.90 20.86 23.09 25.78 26.43 20.02 18.03 17.98 22.79 23.75 20.20 22.62 24.44 28.60 26.38 21.62 22.55 24.36 21.76 24.30 22.51 25.97 25.92 25.68 29.99 28.32 24.79 23.09 23.04 27.63 26.98 24.44 24.27 26.11 สถานีตรวจวัดสภาพอากาศ Weather Station สภาพอากาศบนพื้นที่สูง Weather conditions in high-altitude areas สถานีตรวจวัดสภาพอากาศบอเกลือ"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,50,สภาพอากาศบนพื้นที่สูง Weather conditions in high-altitude areas สถานีตรวจวัดสภาพอากาศบอเกลือ สถานีตรวจวัดสภาพอากาศบานฟาสวย สถานีตรวจวัดสภาพอากาศปางหินฝน สถานีตรวจวัดสภาพอากาศหวยฮะ สถานีตรวจวัดสภาพอากาศหวยฮะ (ศูนยยอยแมเหมืองหลวง) สถานีตรวจวัดสภาพอากาศหวยฮะ (ศูนยยอยแมยะนอย) สถานีตรวจวัดสภาพอากาศหวยกางปลา สถานีตรวจวัดสภาพอากาศบานหวยแหง สถานีตรวจวัดสภาพอากาศหวยน้ำขาว สถานีตรวจวัดสภาพอากาศบานหวยน้ำเย็น สถานีตรวจวัดสภาพอากาศบานหวยโปงพัฒนา สถานีตรวจวัดสภาพอากาศหวยเขยง สถานีตรวจวัดสภาพอากาศคลองลาน สถานีตรวจวัดสภาพอากาศขุนสถาน สถานีตรวจวัดสภาพอากาศบานขุนตื่นนอย สถานีตรวจวัดสภาพอากาศบานขุนตื่นนอย (พะกะเซ) สถานีตรวจวัดสภาพอากาศแมสามแลบ สถานีตรวจวัดสภาพอากาศโหลงขอด สถานีตรวจวัดสภาพอากาศแมสอง สถานีตรวจวัดสภาพอากาศบานแมแฮหลวง สถานีตรวจวัดสภาพอากาศแมจริม Bo Kluea Weather Station Ban Fah Suai Weather Station Pang Hin Fon Weather Station Huai Ha Weather Station Huai Ha Weather Station (Mae Mueng Luang) Huai Ha Weather Station (Mae Ya Noi) Huai Kang Pla Weather
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,50,"Ha Weather Station (Mae Mueng Luang) Huai Ha Weather Station (Mae Ya Noi) Huai Kang Pla Weather Station Ban Huai Haeng Weather Station Huai Nam Khao Weather Station Ban Huai Nam Yen Weather Station Ban Huai Pong Pattana Weather Station Huai Kayeng Weather Station Khlong Lan Weather Station Khun Sathan Weather Station Ban Khun Tuen Noi Weather Station Ban Khun Tuen Noi Weather Station (Pha Ka Se) Mae Sam Laep Weather Station Long Khot Weather Station Mae Song Weather Station Ban Mae Hae Luang Weather Station Mae Charim Weather Station ปริมาณน้ำฝน (มม.) Rainfall (mm) อุณหภูมิ (˚C) I Temperature (˚C) เฉลี่ยAverageต่ำสุดMinimum สูงสุดMaximum ตารางที่ 1.10.1Table 1.10.1 ขอมูลสภาพอากาศบนพื้นที่สูง ป 2565 Weather conditions in high-altitude areas, 2022 44 กระทรวงเกษตรและสหกรณ Ministry of Agriculture and Cooperatives"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,51,"ความชื้น (%) Humidity (%) ความเร็วลม (กม./ชม) Wind speed (km/h) 81.85 83.69 85.17 81.28 79.67 80.47 83.31 85.17 83.10 83.31 80.24 80.26 80.80 82.17 80.26 79.42 83.10 83.67 83.58 84.77 72.25 1.20 1.19 1.40 1.08 1.51 1.53 1.25 1.40 1.13 1.25 1.20 1.15 1.35 1.30 1.15 1.52 1.13 1.42 1.51 1.59 1.85 1,667.18 1,735.07 2,223.30 1,698.87 1,338.10 1,570.86 1,840.57 2,223.30 1,735.68 1,840.57 1,131.23 1,250.80 1,475.19 1,594.00 1,250.80 1,830.29 1,735.68 1,958.03 1,562.23 1,868.29 1,309.54 23.96 23.63 20.75 20.52 27.53 27.60 26.76 22.71 22.57 26.04 26.88 25.24 21.15 21.70 22.62 25.85 24.02 22.23 23.12 25.08 21.20 21.18 21.77 19.56 19.62 24.92 25.26 24.17 21.97 20.94 23.65 24.31 23.91 19.45 19.98 20.31 25.09 22.81 19.83 19.90 23.36 19.40 26.11 26.60 21.71 21.91 29.78 29.44 30.49 23.63 24.43 27.85 29.30 26.94 23.76 24.82 25.49 26.57 25.78 24.67 25.24 26.88 22.87 สถานีตรวจวัดสภาพอากาศ Weather Station สภาพอากาศบนพื้นที่สูง Weather conditions in high-altitude areas สถานีตรวจวัดสภาพอากาศแมมะลอ"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,51,สภาพอากาศบนพื้นที่สูง Weather conditions in high-altitude areas สถานีตรวจวัดสภาพอากาศแมมะลอ สถานีตรวจวัดสภาพอากาศสบเมย สถานีตรวจวัดสภาพอากาศบานแมระมีดหลวง สถานีตรวจวัดสภาพอากาศแมสลอง สถานีตรวจวัดสภาพอากาศน้ำเคิม สถานีตรวจวัดสภาพอากาศน้ำแขวง สถานีตรวจวัดสภาพอากาศน้ำแปง สถานีตรวจวัดสภาพอากาศสบโขง สถานีตรวจวัดสภาพอากาศบานผาแดง สถานีตรวจวัดสภาพอากาศวังไผ สถานีตรวจวัดสภาพอากาศหวยเปา สถานีตรวจวัดสภาพอากาศปางแดงใน สถานีตรวจวัดสภาพอากาศปากลวย สถานีตรวจวัดสภาพอากาศบานปาเกี๊ยะใหม สถานีตรวจวัดสภาพอากาศปางมะโอ สถานีตรวจวัดสภาพอากาศโปงคำ สถานีตรวจวัดสภาพอากาศปาแป สถานีตรวจวัดสภาพอากาศบานผีปานเหนือ สถานีตรวจวัดสภาพอากาศพบพระ สถานีตรวจวัดสภาพอากาศผาผึ้ง-ศรีคีรีรักษ สถานีตรวจวัดสภาพอากาศดอยปุย Mae Malo Weather Station Sop Moei Weather Station Ban Mae Ramid Luang Weather Station Mae Salong Weather Station Nam Keum Weather Station Nam Khwaeng Weather Station Nam Paeng Weather Station Sop Khong Weather Station Ban Pha Daeng Weather Station Wang Phai Weather Station Haui Pao Weather
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,51,"Sop Khong Weather Station Ban Pha Daeng Weather Station Wang Phai Weather Station Haui Pao Weather Station Pang Daeng Nai Weather Station Pa Kluai Weather Station Ban Pakia Mai Weather Station Pangma-o Weather Station Pong Kham Weather Station Pa Pae Weather Station Ban Phi Pan Nuea Weather Station Phop Phra Weather Station Pha Phueng Si Khiri Rak Weather Station Doi Pui Weather Station ปริมาณน้ำฝน (มม.) Rainfall (mm) อุณหภูมิ (˚C) I Temperature (˚C) เฉลี่ยAverageต่ำสุดMinimum สูงสุดMaximum ตารางที่ 1.10.1Table 1.10.1 ขอมูลสภาพอากาศบนพื้นที่สูง ป 2565 (ตอ) Weather conditions in high-altitude areas, 2022 (Continued) 45 กระทรวงเกษตรและสหกรณ Ministry of Agriculture and Cooperatives"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,52,"ความชื้น (%) Humidity (%) ความเร็วลม (กม./ชม) Wind speed (km/h) 83.77 79.05 81.46 83.31 82.29 1.32 1.50 1.15 1.25 1.17 2,110.87 1,890.74 2,317.40 1,840.57 1,980.32 23.17 28.65 24.82 23.50 18.75 21.97 25.27 22.80 22.05 17.93 24.31 32.00 26.17 25.29 19.73 สถานีตรวจวัดสภาพอากาศ Weather Station สภาพอากาศบนพื้นที่สูง Weather conditions in high-altitude areas สถานีตรวจวัดสภาพอากาศปางยาง สถานีตรวจวัดสภาพอากาศสะเนียน สถานีตรวจวัดสภาพอากาศผาแตก สถานีตรวจวัดสภาพอากาศถ้ำเวียงแก สถานีตรวจวัดสภาพอากาศวาวี Pang Yang Weather Station Sa Nian Weather Station Pha Taek Weather Station Tham Wiang Kae Weather Station Wawi Weather Station ปริมาณน้ำฝน (มม.) Rainfall (mm) อุณหภูมิ (˚C) I Temperature (˚C) เฉลี่ยAverageต่ำสุดMinimum สูงสุดMaximum ที่มา : สถาบันวิจัยและพัฒนาพื้นที่สูง (องคการมหาชน) Source : Highland Research and Development Institute (Public Organization) ตารางที่ 1.10.1Table 1.10.1 ขอมูลสภาพอากาศบนพื้นที่สูง ป 2565 (ตอ) Weather conditions in high-altitude areas, 2022 (Continued) 46"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,55,"1,817,888 265,356 280,813 163,996 131,780 141,999 150,669 121,758 52,783 30,299 26,561 451,874 9,794,849 1,781,152 302,968 212,684 205,168 156,762 140,770 125,908 111,387 45,887 33,127 22,408 424,083 มูลคาการสงออกทั้งหมด มูลคาสินคาเกษตรและผลิตภัณฑที่สำคัญ สินคาเกษตรและผลิตภัณฑสงออก 10 อันดับแรก ผลไมและผลิตภัณฑ ยางธรรมชาติ ขาวและผลิตภัณฑ น้ำตาลและผลิตภัณฑ เนื้อไกและผลิตภัณฑ มันสำปะหลังและผลิตภัณฑ ปลาและผลิตภัณฑ กุงและผลิตภัณฑ ผักและผลิตภัณฑ กากและเศษที่เหลือจากอุตสาหกรรม ผลิตอาหารที่จัดทำไวสำหรับเลี้ยงสัตว สินคาเกษตรอื่น ๆ ยางธรรมชาติ ผลไมและผลิตภัณฑ ขาวและผลิตภัณฑ มันสำปะหลังและผลิตภัณฑ เนื้อไกและผลิตภัณฑ น้ำตาลและผลิตภัณฑ ปลาและผลิตภัณฑ กุงและผลิตภัณฑ ผักและผลิตภัณฑ กากและเศษที่เหลือจากอุตสาหกรรม อื่น ๆ 0 100,000 200,000 300,000 400,000 500,000 Natural rubber Fruits and products Rice and products Cassava and products Chicken meat and products Sugar and products Fishes and products Shrimps and products Vegetables and vegetable products Residues and"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,63,"Whole Kingdom Northern Northeastern Central Southern 106.60 80.95 106.97 93.05 162.36 122.11 82.23 109.08 114.64 203.03 139.39 111.45 125.13 132.98 205.60 163.06 129.33 148.18 148.53 252.26 115.08 89.40 106.01 88.42 208.74 ตารางที่ 3.1.1Table 3.1.1 ปริมาณน้ำฝนเฉลี่ย เปนรายภาค และรายจังหวัด ป 2562 - 2566Average rainfall by region and province, 2019 - 2023 ภาค/จังหวัด Region/Province2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 หนวย : มิลลิเมตร (มม.) Unit : Millimeter (mm) รวมทั้งประเทศ เหนือ ตะวันออกเฉียงเหนือ กลาง ใต Kamphaeng Phet Chiang Rai Chiang Mai Tak Nakhon Sawan Nan Phayao Phichit Phitsanulok Phetchabun Phrae Mae Hong Son Lampang Lamphun Sukhothai Uttaradit Uthai Thani Kalasin Khon Kaen Chaiyaphum Nakhon Phanom Nakhon Ratchasima Bueng Kan Buri Ram Maha Sarakham Mukdahan Yasothon Roi Et Loei Si Sa Ket Sakon Nakhon Surin Nong Khai Nong Bua Lam Phu Amnat Charoen Udon Thani Ubon Ratchathani Bangkok Kanchanaburi Chanthaburi 85.12 80.33 83.45 92.24 79.61 102.39 83.24 73.57"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,64,"ตารางที่ 3.1.1Table 3.1.1 ปริมาณน้ำฝนเฉลี่ย เปนรายภาค และรายจังหวัด ป 2562 - 2566 (ตอ)Average rainfall by region and province, 2019 - 2023 (Continued) ภาค/จังหวัด Region/Province2562 2019 2563 2020 2564 2021 2565 2022 2566 2023 หนวย : มิลลิเมตร (มม.) Chachoengsao Chon Buri Chai Nat Trat Nakhon Nayok Nakhon Pathom Nonthaburi Pathum Thani Prachuap Khiri Khan Prachin Buri Phra Nakhon Si Ayutthaya Phetchaburi Rayong Ratchaburi Lop Buri Samut Prakan Samut Songkhram Samut Sakhon Sa Kaeo Saraburi Sing Buri Suphan Buri Ang Thong Krabi Chumphon Trang Nakhon Si Thammarat Narathiwat Pattani Phangnga Phatthalung Phuket Yala Ranong Songkhla Satun Surat Thani 91.19 79.79 63.46 290.91 139.96 65.76 78.61 76.35 82.92 121.52 60.75 66.06 102.22 68.97 75.61 78.82 69.41 75.11 102.75 84.64 62.55 55.09 54.68 139.93 174.32 159.26 147.55 165.17 144.84 224.04 142.75 168.89 157.69 231.24 128.37 144.15 144.92 120.21 115.49 75.86 254.72 168.56 97.86 97.30 106.09 100.85 142.72 96.40 89.88 153.85 91.11 85.25"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,65,"300 250 200 150 100 50 0 25622019 2563 2020 2564 2021 2565 2022 2566 2023 ปริมาณน้ำฝนเฉลี่ย เปนรายภาค และรายจังหวัด ป 2564 - 2566Average rainfall by region and province, 2021 - 2023 มม.mm ปริมาณน้ำฝนเฉลี่ยAverage rainfall เหนือ Northern ตะวันออกเฉียงเหนือ Northeastern กลาง Central ใต Southern รูปที่ 3.1.1Figure 3.1.1 59 Ministry of Higher Education, Science, Research and Innovationกระทรวงการอุดมศึกษา วิทยาศาสตร วิจัย และนวัตกรรม"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,67,"ตารางที่ 4.1.1Table 4.1.1 อุณหภูมิต่ำสุด และสูงสุดเฉลี่ย เปนรายภาค และรายจังหวัด ป 2564 - 2566Average minimum and maximum temperature by region and province, 2021 - 2023 ภาค/จังหวัด อุณหภูมิต่ำสุดเฉลี่ย Average minimum temperature อุณหภูมิสูงสุดเฉลี่ย Average maximum temperature Region/Province Whole Kingdom Northern Northeastern Central Southern Kamphaeng Phet Chiang Rai Chiang Mai Tak Nakhon Sawan Nan Phayao Phichit Phitsanulok Phetchabun Phrae Mae Hong Son Lampang Lamphun Sukhothai Uttaradit Uthai Thani Kalasin Khon Kaen Chaiyaphum Nakhon Phanom Bueng Kan Buri Ram Maha Sarakham Mukdahan Yasothon Roi Et Loei Si Sa Ket Sakon Nakhon Surin Nong Khai Nong Bua Lam Phu Amnat Charoen Udon Thani Ubon Ratchathani 20.4 19.2 19.2 21.1 22.0 20.5 17.1 16.0 16.9 21.0 17.7 17.5 21.3 20.5 20.1 19.0 18.0 18.6 18.9 20.7 20.9 21.7 19.1 19.4 20.2 18.1 18.8 19.4 19.7 19.5 18.9 19.3 17.9 20.2 18.6 19.2 19.4 18.9 18.9 19.3 19.4 20.3 19.3 18.6 20.9 22.5 20.6 16.9 15.3 17.8 20.7 17.9 18.1 21.6 20.3 20.3"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,68,"ตารางที่ 4.1.1Table 4.1.1 อุณหภูมิต่ำสุด และสูงสุดเฉลี่ย เปนรายภาค และรายจังหวัด ป 2564 - 2566 (ตอ)Average minimum and maximum temperature by region and province, 2021 - 2023 (Continued) ภาค/จังหวัด อุณหภูมิต่ำสุดเฉลี่ย Average minimum temperature อุณหภูมิสูงสุดเฉลี่ย Average maximum temperature Region/Province Nakhon Ratchasima Lop Buri Chai Nat Suphan Buri Phra Nakhon Si Ayutthaya Bangkok Pathum Thani Nakhon Nayok Prachin Buri Chachoengsao Sa Kaeo Chanthaburi Trat Rayong Chon Buri Samut Prakan Nakhon Pathom Kanchanaburi Ratchaburi Samut Songkhram Krabi Chumphon Trang Nakhon Si Thammarat Narathiwat Prachuap Khiri Khan Pattani Phangnga Phatthalung Phetchaburi Phuket Yala Ranong Songkhla Satun Surat Thani 19.7 21.2 21.2 20.9 20.7 22.5 22.2 14.7 21.7 20.3 21.3 21.1 22.1 21.9 21.3 22.4 20.7 19.9 21.3 22.3 20.2 21.9 22.3 22.1 22.3 21.6 22.5 22.2 22.5 21.4 22.7 21.9 21.8 21.6 22.4 22.0 19.8 20.8 20.8 20.4 20.3 22.5 21.7 14.2 21.2 19.6 20.8 21.1 22.2 21.4 21.4 22.3 21.1 19.9 21.6 22.1"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,69,"อุณหภูมิต่ำสุด และสูงสุดเฉลี่ย ป 2564 - 2566Average minimum and maximum temperature, 2021 - 2023รูปที่ 4.1.1Figure 4.1.1 อุณหภูมิสูงสุดเฉลี่ย Average maximum temperature อุณหภูมิต่ำสุดเฉลี่ย Average minimum temperature 25642021 0.0 5.0 10.0 15.0 20.0 25.0 30.0 35.0 36.3 20.8 20.3 35.8 20.4 35.2 40.0 2565 2022 2566 2023 ํC Ministry of Digital Economy and Societyกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม 63"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/open-data-of-agriculture.pdf,74,"ตารางที่ 5.1.1Table 5.1.1 ปริมาณการปลอยกาซเรือนกระจกของประเทศไทย ป 2553 - 2562Greenhouse gas emissions quantity of Thailand, 2010 - 2019 ป Year ปริมาณการปลอย กาซเรือนกระจกสุทธิ Greenhouse gas emissions quantity ภาคสวนSector ภาคพลังงาน Energy ภาคกระบวนการอุตสาหกรรม Industrial processes and Product Use ภาคเกษตร Agriculture ภาคของเสีย Waste ภาคการเปลี่ยนแปลงการใชประโยชนที่ดินและปาไม Land-Use Change and Forestry (LULUCF) หนวย: กิกะกรัมคารบอนไดออกไซดเทียบเทา (Ggco2eq) Unit: Gigagrams of Carbon Dioxide Equivalent (Ggco2eq) 233,105.75 229,859.44 242,867.49 241,717.77 239,742.21 241,918.80 254,540.07 255,244.90 257,340.89 260,772.69 29,961.53 31,290.10 33,484.60 33,299.85 34,819.39 35,675.42 37,189.17 38,054.69 40,118.18 38,301.21 60,694.70 61,220.57 64,250.78 59,080.05 57,995.56 52,324.55 52,303.38 57,052.83 58,486.02 56,766.32 -65,827.73 -74,636.18 -80,695.94 -83,110.84 -100,508.25 -87,337.57 -87,054.60 -85,380.82 -85,968.30 -91,988.52 15,778.55 14,900.97 11,866.89 13,978.13"
